label,side,signal_time,entry_time,exit_time,year,month,pnl_pt,pnl_yen,result
SHORT_5F_ALL,short,2026-03-09 14:15:00,2026-03-09 14:20:00,2026-03-09 14:20:00,2026,3,-62.2,-622,SL
SHORT_5F_ALL,short,2026-03-09 14:35:00,2026-03-09 14:40:00,2026-03-09 14:40:00,2026,3,117.8,1178,TP
SHORT_5F_ALL,short,2026-03-09 17:00:00,2026-03-09 17:05:00,2026-03-09 17:05:00,2026,3,117.8,1178,TP
SHORT_5F_ALL,short,2026-03-09 17:05:00,2026-03-09 17:10:00,2026-03-09 17:10:00,2026,3,-62.2,-622,SL
LONG_4,long,2026-03-10 09:20:00,2026-03-10 09:25:00,2026-03-10 09:25:00,2026,3,117.8,1178,TP
SHORT_5F_ALL,short,2026-03-10 09:50:00,2026-03-10 09:55:00,2026-03-10 10:00:00,2026,3,117.8,1178,TP
SHORT_5F_ALL,short,2026-03-10 10:15:00,2026-03-10 10:20:00,2026-03-10 10:20:00,2026,3,-62.2,-622,SL
SHORT_5F_ALL,short,2026-03-10 18:35:00,2026-03-10 18:40:00,2026-03-10 18:40:00,2026,3,-62.2,-622,SL
SHORT_5F_ALL,short,2026-03-10 18:45:00,2026-03-10 18:50:00,2026-03-10 19:00:00,2026,3,117.8,1178,TP
SHORT_5F_ALL,short,2026-03-11 09:00:00,2026-03-11 09:05:00,2026-03-11 09:05:00,2026,3,-62.2,-622,SL
SHORT_5F_ALL,short,2026-03-11 09:20:00,2026-03-11 09:25:00,2026-03-11 09:25:00,2026,3,-62.2,-622,SL
LONG_4,long,2026-03-11 17:00:00,2026-03-11 17:05:00,2026-03-11 17:05:00,2026,3,117.8,1178,TP
LONG_4,long,2026-03-12 08:45:00,2026-03-12 08:50:00,2026-03-12 08:50:00,2026,3,117.8,1178,TP
SHORT_5F_ALL,short,2026-03-12 13:05:00,2026-03-12 13:10:00,2026-03-12 13:10:00,2026,3,-62.2,-622,SL
SHORT_5F_ALL,short,2026-03-12 19:15:00,2026-03-12 19:20:00,2026-03-12 19:20:00,2026,3,-62.2,-622,SL
LONG_4,long,2026-03-13 09:00:00,2026-03-13 09:05:00,2026-03-13 09:05:00,2026,3,117.8,1178,TP
SHORT_5F_ALL,short,2026-03-13 09:25:00,2026-03-13 09:30:00,2026-03-13 09:30:00,2026,3,-62.2,-622,SL
SHORT_5F_ALL,short,2026-03-13 17:10:00,2026-03-13 17:15:00,2026-03-13 17:25:00,2026,3,117.8,1178,TP
SHORT_5F_ALL,short,2026-03-20 19:00:00,2026-03-20 19:05:00,2026-03-20 19:10:00,2026,3,117.8,1178,TP
SHORT_5F_ALL,short,2026-03-20 23:00:00,2026-03-20 23:05:00,2026-03-20 23:05:00,2026,3,-62.2,-622,SL
SHORT_5F_ALL,short,2026-03-23 09:05:00,2026-03-23 09:10:00,2026-03-23 09:10:00,2026,3,-62.2,-622,SL
SHORT_5F_ALL,short,2026-03-23 09:10:00,2026-03-23 09:15:00,2026-03-23 09:15:00,2026,3,117.8,1178,TP
LONG_4,long,2026-03-24 17:00:00,2026-03-24 17:05:00,2026-03-24 17:05:00,2026,3,117.8,1178,TP
SHORT_5F_ALL,short,2026-03-24 18:20:00,2026-03-24 18:25:00,2026-03-24 18:30:00,2026,3,117.8,1178,TP
SHORT_5F_ALL,short,2026-03-24 20:15:00,2026-03-24 20:20:00,2026-03-24 20:20:00,2026,3,117.8,1178,TP
SHORT_5F_ALL,short,2026-03-24 20:20:00,2026-03-24 20:25:00,2026-03-24 20:25:00,2026,3,117.8,1178,TP
SHORT_5F_ALL,short,2026-03-24 21:30:00,2026-03-24 21:35:00,2026-03-24 21:35:00,2026,3,-62.2,-622,SL
SHORT_5F_ALL,short,2026-03-24 21:50:00,2026-03-24 21:55:00,2026-03-24 21:55:00,2026,3,-62.2,-622,SL
SHORT_5F_ALL,short,2026-03-25 05:25:00,2026-03-25 05:30:00,2026-03-25 05:30:00,2026,3,-62.2,-622,SL
LONG_4,long,2026-03-25 20:50:00,2026-03-25 20:55:00,2026-03-25 20:55:00,2026,3,117.8,1178,TP
SHORT_5F_ALL,short,2026-03-25 23:10:00,2026-03-25 23:15:00,2026-03-25 23:20:00,2026,3,-62.2,-622,SL
SHORT_5F_ALL,short,2026-03-25 23:50:00,2026-03-25 23:55:00,2026-03-25 23:55:00,2026,3,117.8,1178,TP
SHORT_5F_ALL,short,2026-03-25 23:55:00,2026-03-26 00:00:00,2026-03-26 00:05:00,2026,3,117.8,1178,TP
LONG_4,long,2026-03-26 08:45:00,2026-03-26 08:50:00,2026-03-26 08:50:00,2026,3,117.8,1178,TP
SHORT_5F_ALL,short,2026-03-26 09:05:00,2026-03-26 09:10:00,2026-03-26 09:10:00,2026,3,-62.2,-622,SL
SHORT_5F_ALL,short,2026-03-27 05:10:00,2026-03-27 05:15:00,2026-03-27 05:15:00,2026,3,117.8,1178,TP
SHORT_5F_ALL,short,2026-03-27 05:15:00,2026-03-27 05:20:00,2026-03-27 05:20:00,2026,3,-62.2,-622,SL
SHORT_5F_ALL,short,2026-03-27 05:20:00,2026-03-27 05:25:00,2026-03-27 05:30:00,2026,3,-62.2,-622,SL
SHORT_5F_ALL,short,2026-03-27 17:05:00,2026-03-27 17:10:00,2026-03-27 17:10:00,2026,3,-62.2,-622,SL
SHORT_5F_ALL,short,2026-03-27 17:10:00,2026-03-27 17:15:00,2026-03-27 17:15:00,2026,3,-62.2,-622,SL
SHORT_5F_ALL,short,2026-03-30 09:20:00,2026-03-30 09:25:00,2026-03-30 09:25:00,2026,3,-62.2,-622,SL
SHORT_5F_ALL,short,2026-03-30 10:10:00,2026-03-30 10:15:00,2026-03-30 10:15:00,2026,3,-62.2,-622,SL
SHORT_5F_ALL,short,2026-03-30 11:50:00,2026-03-30 11:55:00,2026-03-30 12:00:00,2026,3,-62.2,-622,SL
SHORT_5F_ALL,short,2026-03-30 17:00:00,2026-03-30 17:05:00,2026-03-30 17:05:00,2026,3,117.8,1178,TP
SHORT_5F_ALL,short,2026-03-30 17:05:00,2026-03-30 17:10:00,2026-03-30 17:15:00,2026,3,117.8,1178,TP
SHORT_5F_ALL,short,2026-03-30 17:15:00,2026-03-30 17:20:00,2026-03-30 17:20:00,2026,3,-62.2,-622,SL
SHORT_5F_ALL,short,2026-03-31 09:35:00,2026-03-31 09:40:00,2026-03-31 09:40:00,2026,3,-62.2,-622,SL
SHORT_5F_ALL,short,2026-03-31 09:45:00,2026-03-31 09:50:00,2026-03-31 09:50:00,2026,3,117.8,1178,TP
SHORT_5F_ALL,short,2026-03-31 09:50:00,2026-03-31 09:55:00,2026-03-31 09:55:00,2026,3,-62.2,-622,SL
SHORT_5F_ALL,short,2026-03-31 10:40:00,2026-03-31 10:45:00,2026-03-31 10:55:00,2026,3,117.8,1178,TP
SHORT_5F_ALL,short,2026-03-31 20:25:00,2026-03-31 20:30:00,2026-03-31 20:30:00,2026,3,117.8,1178,TP
LONG_4,long,2026-04-01 17:00:00,2026-04-01 17:05:00,2026-04-01 17:05:00,2026,4,-62.2,-622,SL
SHORT_5F_ALL,short,2026-04-01 20:10:00,2026-04-01 20:15:00,2026-04-01 20:15:00,2026,4,-62.2,-622,SL
LONG_4,long,2026-04-02 10:30:00,2026-04-02 10:35:00,2026-04-02 10:35:00,2026,4,-62.2,-622,SL
SHORT_5F_ALL,short,2026-04-02 17:05:00,2026-04-02 17:10:00,2026-04-02 17:15:00,2026,4,-62.2,-622,SL
SHORT_5F_ALL,short,2026-04-02 17:25:00,2026-04-02 17:30:00,2026-04-02 17:40:00,2026,4,117.8,1178,TP
SHORT_5F_ALL,short,2026-04-02 21:40:00,2026-04-02 21:45:00,2026-04-02 21:45:00,2026,4,117.8,1178,TP
SHORT_5F_ALL,short,2026-04-03 23:35:00,2026-04-03 23:40:00,2026-04-03 23:40:00,2026,4,117.8,1178,TP
SHORT_5F_ALL,short,2026-04-03 23:45:00,2026-04-03 23:50:00,2026-04-03 23:55:00,2026,4,-62.2,-622,SL
SHORT_5F_ALL,short,2026-04-08 08:50:00,2026-04-08 08:55:00,2026-04-08 08:55:00,2026,4,-62.2,-622,SL
SHORT_5F_ALL,short,2026-04-08 08:55:00,2026-04-08 09:00:00,2026-04-08 09:00:00,2026,4,-62.2,-622,SL
SHORT_5F_ALL,short,2026-04-08 09:00:00,2026-04-08 09:05:00,2026-04-08 09:05:00,2026,4,117.8,1178,TP
LONG_4,long,2026-04-08 17:00:00,2026-04-08 17:05:00,2026-04-08 17:10:00,2026,4,117.8,1178,TP
LONG_4,long,2026-04-08 19:25:00,2026-04-08 19:30:00,2026-04-08 19:30:00,2026,4,-62.2,-622,SL
LONG_4,long,2026-04-09 08:45:00,2026-04-09 08:50:00,2026-04-09 08:50:00,2026,4,-62.2,-622,SL
SHORT_5F_ALL,short,2026-04-09 15:30:00,2026-04-09 15:35:00,2026-04-09 17:00:00,2026,4,-62.2,-622,SL
SHORT_5F_ALL,short,2026-04-09 18:00:00,2026-04-09 18:05:00,2026-04-09 18:05:00,2026,4,-62.2,-622,SL
LONG_4,long,2026-04-14 17:00:00,2026-04-14 17:05:00,2026-04-14 17:05:00,2026,4,-62.2,-622,SL
SHORT_5F_ALL,short,2026-04-14 22:50:00,2026-04-14 22:55:00,2026-04-14 22:55:00,2026,4,-62.2,-622,SL
SHORT_5F_ALL,short,2026-04-16 09:20:00,2026-04-16 09:25:00,2026-04-16 09:45:00,2026,4,-62.2,-622,SL
SHORT_5F_ALL,short,2026-04-16 22:50:00,2026-04-16 22:55:00,2026-04-16 23:00:00,2026,4,-62.2,-622,SL
SHORT_5F_ALL,short,2026-04-16 23:15:00,2026-04-16 23:20:00,2026-04-16 23:30:00,2026,4,-62.2,-622,SL
SHORT_5F_ALL,short,2026-04-20 22:45:00,2026-04-20 22:50:00,2026-04-20 22:55:00,2026,4,-62.2,-622,SL
SHORT_5F_ALL,short,2026-04-22 05:10:00,2026-04-22 05:15:00,2026-04-22 05:15:00,2026,4,-62.2,-622,SL
SHORT_5F_ALL,short,2026-04-24 09:00:00,2026-04-24 09:05:00,2026-04-24 09:05:00,2026,4,-62.2,-622,SL
SHORT_5F_ALL,short,2026-04-27 22:40:00,2026-04-27 22:45:00,2026-04-27 22:50:00,2026,4,117.8,1178,TP
LONG_4,long,2026-04-28 22:30:00,2026-04-28 22:35:00,2026-04-28 22:35:00,2026,4,117.8,1178,TP
SHORT_5F_ALL,short,2026-04-30 08:45:00,2026-04-30 08:50:00,2026-04-30 08:55:00,2026,4,-62.2,-622,SL
